class_id,class_label,base_species_or_group,label_type,coverage_status,recommended_name,recommended_url,notes,expert_description_status,expert_visual_description,expert_description_source,source_page_verified_in_this_pass,expert_description_sections,description_notes,safe_use_note
239,Western Gull,Western Gull,species_label,likely_covered_species_page,Western Gull,https://www.allaboutbirds.org/guide/Western_Gull/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large heavy body"", ""thick neck"", ""large head"", ""heavy bill"", ""white black back"", ""white-and-black upperwing feathers"", ""black primary feathers"", ""yellow bill"", ""red mark tip"", ""pale pink legs"", ""pale pink feet"", ""dark brown northern plumage"", ""mottled sooty brown blackish bill"", ""grayish-pink legs"", ""brown blackish feet"", ""dark eye"", ""gray back"", ""brownish wings"", ""gray pink legs"", ""gray pink eye""]",https://www.allaboutbirds.org/guide/Western_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
240,Ring-billed Gull,Ring-billed Gull,species_label,likely_covered_species_page,Ring-billed Gull,https://www.allaboutbirds.org/guide/Ring-billed_Gull/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""slim bill"", ""clean gray upperparts"", ""white head"", ""white body"", ""white tail"", ""black wingtips"", ""white plumage"", ""yellow legs"", ""yellow bill"", ""black band"", ""brown-streaked head"", ""gray pink bill"", ""gray pink legs""]",https://www.allaboutbirds.org/guide/Ring-billed_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
241,California Gull,California Gull,species_label,likely_covered_species_page,California Gull,https://www.allaboutbirds.org/guide/California_Gull/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""round head"", ""medium gray back"", ""yellow legs"", ""dark eye"", ""yellow bill"", ""small black ring plumage"", ""red spot"", ""black tip""]",https://www.allaboutbirds.org/guide/California_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
242,Herring Gull,Herring Gull,species_label,likely_covered_species_page,Herring Gull,https://www.allaboutbirds.org/guide/Herring_Gull/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large body"", ""hefty bill"", ""hefty body"", ""light-gray back"", ""black wingtips"", ""white head"", ""white underparts"", ""mottled brown gray back"", ""gray back""]",https://www.allaboutbirds.org/guide/Herring_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
243,Glaucous-winged Gull,Glaucous-winged Gull,species_label,likely_covered_species_page,Glaucous-winged Gull,https://www.allaboutbirds.org/guide/Glaucous-winged_Gull/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large heavyset body"", ""flat head"", ""long heavy bill"", ""gray upperparts"", ""white underparts"", ""white spots"", ""pale brown plumage""]",https://www.allaboutbirds.org/guide/Glaucous-winged_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
244,Great Black-backed Gull,Great Black-backed Gull,species_label,likely_covered_species_page,Great Black-backed Gull,https://www.allaboutbirds.org/guide/Great_Black-backed_Gull/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""broad wings"", ""thick neck"", ""thick bill"", ""white and slaty-black upperwing feathers"", ""white slaty-black back"", ""dull pink legs"", ""yellow bill"", ""red spot"", ""red eye"", ""checkered gray-brown white upperparts"", ""white-based black-tipped tail"", ""black bill"", ""blackish flight feathers"", ""cold-toned transition dark backed body""]",https://www.allaboutbirds.org/guide/Great_Black-backed_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
245,Caspian Tern,Caspian Tern,species_label,likely_covered_species_page,Caspian Tern,https://www.allaboutbirds.org/guide/Caspian_Tern/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large heavy body"", ""large head"", ""thick straight pointed bill"", ""forked tail"", ""long pointed wings"", ""white plumage"", ""pale gray upperwing feathers"", ""black crown"", ""grayish speckling"", ""dusky tip""]",https://www.allaboutbirds.org/guide/Caspian_Tern/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
246,Black Tern,Black Tern,species_label,likely_covered_species_page,Black Tern,https://www.allaboutbirds.org/guide/Black_Tern/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""thin pointed bill"", ""long pointed wings"", ""forked tail"", ""short legs"", ""dark gray upperparts"", ""black head"", ""black underparts"", ""gray upperparts"", ""whitish underparts"", ""dusky crown"", ""dusky side"", ""dusky breast""]",https://www.allaboutbirds.org/guide/Black_Tern/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
247,Common Tern,Common Tern,species_label,likely_covered_species_page,Common Tern,https://www.allaboutbirds.org/guide/Common_Tern/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""pale gray plumage"", ""black cap"", ""orange bill"", ""orange legs"", ""white forehead"", ""partial black cap"", ""black legs"", ""black bill"", ""black bar""]",https://www.allaboutbirds.org/guide/Common_Tern/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
248,Forster's Tern,Forster's Tern,species_label,likely_covered_species_page,Forster's Tern,https://www.allaboutbirds.org/guide/Forsters_Tern/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""slender body"", ""long tail"", ""long wings"", ""long pointed bill"", ""short legs"", ""gray upperparts"", ""white underparts"", ""black cap"", ""orange bill"", ""black tip"", ""wingtips silvery gray"", ""ghostly pale plumage"", ""dark bill"", ""white crown"", ""thick blackish eye"", ""white patch""]",https://www.allaboutbirds.org/guide/Forsters_Tern/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
249,Royal Tern,Royal Tern,species_label,likely_covered_species_page,Royal Tern,https://www.allaboutbirds.org/guide/Royal_Tern/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large slender body"", ""long forked tail"", ""short legs"", ""gray underparts"", ""white upperparts"", ""black crest"", ""bright orange bill"", ""white forehead"", ""white rear"", ""white crest""]",https://www.allaboutbirds.org/guide/Royal_Tern/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
250,Black Skimmer,Black Skimmer,species_label,likely_covered_species_page,Black Skimmer,https://www.allaboutbirds.org/guide/Black_Skimmer/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized tern-like seabird body"", ""long wings"", ""long bill"", ""black upperparts"", ""white underparts"", ""black red bill"", ""orange-red legs"", ""brownish upperparts"", ""pale-edged wing""]",https://www.allaboutbirds.org/guide/Black_Skimmer/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
251,Ovenbird,Ovenbird,species_label,likely_covered_species_page,Ovenbird,https://www.allaboutbirds.org/guide/Ovenbird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""chunky body"", ""round head"", ""thick bill"", ""thick tail"", ""olive-green upperparts"", ""spotted underparts"", ""bold black plumage"", ""orange crown"", ""spotted stripes"", ""white eyering"", ""pink legs""]",https://www.allaboutbirds.org/guide/Ovenbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
252,Green-tailed Towhee,Green-tailed Towhee,species_label,likely_covered_species_page,Green-tailed Towhee,https://www.allaboutbirds.org/guide/Green-tailed_Towhee/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small chunky body"", ""big head"", ""stocky body"", ""stocky tail"", ""grayish olive-yellow wings"", ""grayish olive-yellow back"", ""grayish olive-yellow tail"", ""bright rufous crown"", ""white throat"", ""white stripe""]",https://www.allaboutbirds.org/guide/Green-tailed_Towhee/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
